mi_consumer_luxury-goods_united-states_usd_en_2025-4-4_15-07-32
Region,Market,Chart,Name,Unit,Source,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
United States,Luxury Watches & Jewelry,Revenue Comparison,United States,USD (US$),Statista Market Insights,"16,238,964,810.711","17,786,008,870.76","14,661,407,923.848","16,442,476,032.358","17,555,566,678.64","21,061,279,376.94","22,372,677,313.025","23,799,805,748.419","25,212,662,899.458","26,611,391,478.988","27,996,132,772.722","29,367,026,653.518"
United States,Luxury Watches & Jewelry,Revenue Comparison,Saudi Arabia,USD (US$),Statista Market Insights,"513,650,056.719","565,834,260.094","480,526,333.869","574,331,676.743","634,518,821.49","712,268,102.634","730,717,377.062","748,419,966.874","765,945,530.787","783,295,839.062","800,472,644.253","817,477,681.393"
United States,Luxury Watches & Jewelry,Revenue Comparison,Israel,USD (US$),Statista Market Insights,"370,082,693.124","401,567,738.454","288,365,475.686","377,868,614.048","463,869,489.65","505,674,344.609","516,584,104.489","527,047,362.67","537,405,988.27","547,661,027.613","557,813,516.563","567,864,480.623"
United States,Luxury Watches & Jewelry,Revenue Comparison,South Africa,USD (US$),Statista Market Insights,"188,296,007.065","181,922,678.363","108,590,807.436","143,669,486.978","170,305,117.36","240,798,355.026","256,966,237.799","272,482,576.088","287,843,750.994","303,051,314.151","318,106,801.677","333,011,734.327"
United States,Luxury Watches & Jewelry,Revenue Comparison,Turkey,USD (US$),Statista Market Insights,"704,280,284.287","655,779,611.577","387,035,137.997","436,756,953.572","502,462,570.3","589,351,382.593","609,847,633.414","629,514,971.349","648,985,635.905","668,261,593.815","687,344,792.146","706,237,158.494"
United States,Luxury Watches & Jewelry,Revenue Comparison,Argentina,USD (US$),Statista Market Insights,"111,770,093","135,089,388","111,623,896","125,155,108","204,402,185.7","240,826,708.511","250,328,286.694","259,441,020.968","268,462,627.9","277,394,018.762","286,236,095.716","294,989,751.9"
United States,Luxury Watches & Jewelry,Revenue Comparison,Brazil,USD (US$),Statista Market Insights,"1,693,131,384.698","1,528,541,814.292","894,194,109.08","985,638,800.23","1,130,122,016.12","1,415,838,123.322","1,481,904,749.136","1,545,306,206.479","1,608,073,649.248","1,670,213,417.59","1,731,731,788.248","1,792,634,975.2"
United States,Luxury Watches & Jewelry,Revenue Comparison,Mexico,USD (US$),Statista Market Insights,"544,883,192.216","576,713,364.426","328,901,669.996","499,837,101.041","549,240,711.49","632,542,921.156","652,123,848.358","670,913,214.72","689,514,687.419","707,930,145.391","726,161,448.783","744,210,439.142"
United States,Luxury Watches & Jewelry,Revenue Comparison,China,USD (US$),Statista Market Insights,"43,978,221,723.946","46,624,894,226.971","41,916,485,684.759","44,894,194,383.096","49,228,726,928.38","57,118,558,890.051","60,689,714,755.21","66,025,734,469.665","71,308,393,986.976","76,538,226,909.113","81,715,761,502.03","86,841,520,749.017"
United States,Luxury Watches & Jewelry,Revenue Comparison,India,USD (US$),Statista Market Insights,"8,974,319,559.432","9,494,368,861.728","6,039,536,006.197","7,619,474,841.528","9,627,519,868.26","10,984,665,527.118","11,323,259,275.184","11,648,066,515.087","11,969,625,682.59","12,287,969,258.418","12,603,129,398.488","12,915,137,937.157"
United States,Luxury Watches & Jewelry,Revenue Comparison,Indonesia,USD (US$),Statista Market Insights,"422,348,971.003","486,074,634.198","361,946,099.553","441,791,438.83","565,545,766.48","614,056,657.487","627,106,180.988","639,619,858.211","652,008,398.662","664,273,053.708","676,415,062.204","688,435,650.615"
United States,Luxury Watches & Jewelry,Revenue Comparison,Japan,USD (US$),Statista Market Insights,"5,570,651,203.771","6,177,042,027.836","5,704,246,885.372","6,055,187,538.071","6,140,417,125.39","6,748,825,728.203","6,885,909,661.436","7,017,482,008.878","7,147,738,632.846","7,276,692,690.575","7,404,357,207.726","7,530,745,079.705"
United States,Luxury Watches & Jewelry,Revenue Comparison,Malaysia,USD (US$),Statista Market Insights,"393,727,587.363","431,132,213.02","331,270,150.701","420,863,933.772","509,412,255.77","578,665,901.509","595,719,496.825","612,079,788.533","628,276,477.325","644,311,199.228","660,185,573.913","675,901,204.85"
United States,Luxury Watches & Jewelry,Revenue Comparison,Philippines,USD (US$),Statista Market Insights,"258,506,462.036","305,056,017.253","210,504,318.473","293,526,513.554","377,060,160.46","418,052,488.448","428,731,606.328","438,973,746.983","449,113,466.231","459,151,788.287","469,089,727.123","478,928,286.569"
United States,Luxury Watches & Jewelry,Revenue Comparison,Singapore,USD (US$),Statista Market Insights,"1,174,891,570.929","1,275,346,893.694","898,423,385.89","1,276,017,596.786","1,397,142,416.35","1,637,273,315.247","1,693,222,437.904","1,746,912,327.433","1,800,065,318.066","1,852,686,778.793","1,904,782,024.913","1,956,356,318.571"
United States,Luxury Watches & Jewelry,Revenue Comparison,South Korea,USD (US$),Statista Market Insights,"2,474,266,615.489","2,621,789,478.166","2,205,372,080.591","2,825,139,724.859","2,981,237,626.82","3,204,896,448.134","3,258,128,239.12","3,309,204,780.047","3,359,770,555.565","3,409,830,673.329","3,459,390,189.914","3,508,454,111.333"
United States,Luxury Watches & Jewelry,Revenue Comparison,Thailand,USD (US$),Statista Market Insights,"318,792,713.974","375,912,956.937","338,649,013.459","375,902,766.401","464,688,229.92","516,451,150.242","529,558,946.943","542,132,114.602","554,579,550.584","566,902,512.207","579,102,244.213","591,179,978.899"
United States,Luxury Watches & Jewelry,Revenue Comparison,Vietnam,USD (US$),Statista Market Insights,"256,714,926.997","288,611,378.733","221,942,373.64","278,832,973.002","350,813,667.59","403,212,227.73","416,189,061.4","428,637,975.065","440,962,399.594","453,163,579.878","465,242,748.359","477,201,125.155"
United States,Luxury Watches & Jewelry,Revenue Comparison,Austria,USD (US$),Statista Market Insights,"523,742,380.2","553,918,454.355","453,429,016.728","555,057,528.994","526,548,373.44","623,344,948.9","644,473,894.363","664,756,915.445","684,837,106.316","704,716,495.278","724,397,090.35","743,880,879.472"
United States,Luxury Watches & Jewelry,Revenue Comparison,Belgium,USD (US$),Statista Market Insights,"511,836,119.856","534,545,117.22","406,586,543.432","532,035,463.406","499,596,076.66","586,073,103.035","604,870,058.629","622,914,882.532","640,779,258.195","658,464,990.103","675,973,864.691","693,307,650.533"
United States,Luxury Watches & Jewelry,Revenue Comparison,Bulgaria,USD (US$),Statista Market Insights,"79,469,916.775","85,642,569.139","79,563,042.016","97,454,405.682","83,870,475.85","98,365,973.314","101,370,822.076","104,256,234.106","107,112,792.015","109,940,784.346","112,740,496.752","115,512,212.035"
United States,Luxury Watches & Jewelry,Revenue Comparison,Croatia,USD (US$),Statista Market Insights,"36,605,958.263","37,972,179.802","32,838,351.953","39,108,822.896","32,417,530.31","37,321,541.544","38,301,218.069","39,242,165.862","40,173,704.176","41,095,927.108","42,008,927.81","42,912,798.505"
United States,Luxury Watches & Jewelry,Revenue Comparison,Czechia,USD (US$),Statista Market Insights,"97,424,900.304","103,263,338.841","87,327,753.236","109,660,547.058","102,912,220.03","117,537,385.204","120,696,302.922","123,728,930.771","126,731,232.342","129,703,510.897","132,646,066.666","135,559,196.878"
United States,Luxury Watches & Jewelry,Revenue Comparison,Denmark,USD (US$),Statista Market Insights,"329,816,510.246","347,436,978.109","320,886,644.816","382,259,457.514","378,853,134.19","446,489,199.037","461,534,898.317","475,976,690.106","490,274,063.976","504,428,464.109","518,441,320.239","532,314,047.809"
United States,Luxury Watches & Jewelry,Revenue Comparison,Estonia,USD (US$),Statista Market Insights,"9,874,955.963","10,726,301.98","9,848,945.253","12,259,691.819","10,598,119.81","11,650,156.598","11,857,826.115","12,057,300.722","12,254,780.584","12,450,285.647","12,643,835.659","12,835,450.171"
United States,Luxury Watches & Jewelry,Revenue Comparison,Finland,USD (US$),Statista Market Insights,"251,086,700.604","260,227,117.808","228,054,502.485","256,740,825.245","223,356,109.26","262,071,924.303","270,120,689.982","277,849,402.99","285,500,828.868","293,075,740.487","300,574,902.99","307,999,073.868"
United States,Luxury Watches & Jewelry,Revenue Comparison,France,USD (US$),Statista Market Insights,"4,865,960,945.39","4,888,727,000.464","3,736,830,682.873","4,453,622,696.876","4,055,981,442.96","4,899,304,136.136","5,080,499,277.616","5,254,455,772.106","5,426,672,701.652","5,597,167,461.902","5,765,957,274.55","5,933,059,189.071"
United States,Luxury Watches & Jewelry,Revenue Comparison,Germany,USD (US$),Statista Market Insights,"3,203,253,756.227","3,295,901,696.189","2,841,120,292.524","3,236,924,245.36","3,038,222,761.37","3,550,173,725.397","3,660,894,703.772","3,767,188,439.641","3,872,419,238.152","3,976,597,728.678","4,079,734,434.299","4,181,839,772.863"
United States,Luxury Watches & Jewelry,Revenue Comparison,Greece,USD (US$),Statista Market Insights,"144,876,342.512","152,934,131.638","125,859,068.24","157,031,770.29","139,249,307.55","161,199,569.567","165,802,456.495","170,222,085.584","174,597,518.382","178,929,196.852","183,217,558.537","187,463,036.605"
United States,Luxury Watches & Jewelry,Revenue Comparison,Hungary,USD (US$),Statista Market Insights,"89,075,457.731","91,970,211.41","71,528,831.607","86,751,053.164","72,653,384.34","81,428,062.486","83,147,871.671","84,799,889.596","86,435,387.341","88,054,530.108","89,657,481.448","91,244,403.275"
United States,Luxury Watches & Jewelry,Revenue Comparison,Ireland,USD (US$),Statista Market Insights,"232,733,388.92","243,905,773.232","186,582,381.85","247,999,525.345","252,552,441.05","284,932,761.82","292,283,569.398","299,338,536.267","306,322,953.467","313,237,526.496","320,082,953.793","326,859,926.818"
United States,Luxury Watches & Jewelry,Revenue Comparison,Italy,USD (US$),Statista Market Insights,"2,745,049,946.383","2,824,314,869.466","2,154,426,215.597","2,683,092,689.223","2,476,904,776.29","2,751,171,594.277","2,809,120,375.363","2,864,759,519.416","2,919,842,272.029","2,974,374,197.115","3,028,360,802.951","3,081,807,542.728"
United States,Luxury Watches & Jewelry,Revenue Comparison,Latvia,USD (US$),Statista Market Insights,"12,625,041.847","13,181,739.7","11,800,156.123","13,153,630.392","11,644,940.88","12,940,142.69","13,203,020.325","13,455,481.29","13,705,417.646","13,952,854.638","14,197,817.26","14,440,330.256"
United States,Luxury Watches & Jewelry,Revenue Comparison,Lithuania,USD (US$),Statista Market Insights,"16,265,136.077","17,423,726.613","16,079,467.2","18,555,945.718","19,526,635.2","22,013,619.097","22,586,395.604","23,136,077.498","23,680,262.572","24,219,005.796","24,752,361.587","25,280,383.82"
United States,Luxury Watches & Jewelry,Revenue Comparison,Netherlands,USD (US$),Statista Market Insights,"938,560,463.509","1,010,803,747.085","918,267,189.527","1,088,704,053.074","1,084,840,627.58","1,265,138,295.047","1,305,344,660.044","1,343,936,684.136","1,382,142,787.986","1,419,966,830.798","1,457,412,633.181","1,494,483,977.541"
United States,Luxury Watches & Jewelry,Revenue Comparison,Norway,USD (US$),Statista Market Insights,"478,263,951.778","481,726,496.75","384,594,894.846","456,609,511.665","405,502,430.22","482,504,769.141","498,798,853.817","514,443,382.935","529,931,466.762","545,264,669.75","560,444,540.709","575,472,612.957"
United States,Luxury Watches & Jewelry,Revenue Comparison,Poland,USD (US$),Statista Market Insights,"371,431,021.835","383,846,265.177","330,235,087.884","371,135,476.551","329,095,705.15","373,298,110.687","382,427,815.945","391,194,826.084","399,874,166.122","408,466,712.759","416,973,333.931","425,394,888.89"
United States,Luxury Watches & Jewelry,Revenue Comparison,Portugal,USD (US$),Statista Market Insights,"283,130,902.172","300,151,375.551","220,773,624.66","309,787,556.997","288,784,139.27","343,370,323.851","355,239,674.854","366,634,067.093","377,914,515.41","389,082,159.243","400,138,126.639","411,083,534.36"
United States,Luxury Watches & Jewelry,Revenue Comparison,Romania,USD (US$),Statista Market Insights,"187,910,519.94","200,981,102.287","171,675,410.845","207,713,399.254","189,651,974.07","219,745,757.897","226,159,168.356","232,316,655.47","238,412,567.713","244,447,520.834","250,422,124.424","256,336,981.977"
United States,Luxury Watches & Jewelry,Revenue Comparison,Russia,USD (US$),Statista Market Insights,"917,865,096.007","980,630,027.654","575,243,862.332","823,120,720.442","362,594,245.85","442,756,804.528","395,962,689.325","421,666,249.194","406,657,145.219","415,294,095.432","410,163,078.319","413,211,530.469"
United States,Luxury Watches & Jewelry,Revenue Comparison,Serbia,USD (US$),Statista Market Insights,"25,337,375.493","27,798,532.557","24,816,950.103","31,991,237.828","25,938,966.86","30,439,606.578","31,342,389.741","32,209,461.82","33,067,863.178","33,917,680.522","34,758,999.693","35,591,905.673"
United States,Luxury Watches & Jewelry,Revenue Comparison,Slovakia,USD (US$),Statista Market Insights,"36,029,921.086","37,645,029.025","31,977,686.603","36,986,719.09","35,463,253.21","39,974,094.023","40,955,570.267","41,897,769.02","42,830,545.786","43,753,994.783","44,668,209.291","45,573,281.654"
United States,Luxury Watches & Jewelry,Revenue Comparison,Slovenia,USD (US$),Statista Market Insights,"38,273,909.884","40,413,398.389","35,646,447.414","42,141,028.85","39,419,142.22","45,671,522.195","47,020,904.511","48,316,346.369","49,598,833.809","50,868,496.374","52,125,462.314","53,369,858.594"
United States,Luxury Watches & Jewelry,Revenue Comparison,Spain,USD (US$),Statista Market Insights,"1,475,664,857.218","1,527,919,555.136","1,175,797,113.594","1,493,634,394.424","1,324,505,253.29","1,552,514,137.228","1,600,585,043.303","1,646,740,608.248","1,692,434,617.544","1,737,671,686.747","1,782,456,385.258","1,826,793,236.783"
United States,Luxury Watches & Jewelry,Revenue Comparison,Sweden,USD (US$),Statista Market Insights,"766,359,036.267","766,764,062.755","670,157,226.56","758,187,562.331","698,444,318.64","820,398,194.44","846,547,699.689","871,652,842.521","896,506,933.924","921,112,484.414","945,471,979.399","969,587,879.434"
United States,Luxury Watches & Jewelry,Revenue Comparison,Switzerland,USD (US$),Statista Market Insights,"2,469,887,064.318","2,589,908,150.129","2,215,264,733.303","2,487,101,170.674","2,270,895,680.54","2,710,294,891.416","2,804,431,008.158","2,894,807,955.12","2,984,281,132.612","3,072,859,578.33","3,160,552,239.59","3,247,367,974.237"
United States,Luxury Watches & Jewelry,Revenue Comparison,United Kingdom,USD (US$),Statista Market Insights,"3,583,314,789.08","3,828,036,651.874","3,081,316,950.473","3,967,067,532.714","3,943,753,660.8","4,324,846,153.085","4,410,222,419.675","4,492,168,563.814","4,573,295,246.51","4,653,610,662.38","4,733,122,924.092","4,811,840,063.186"
United States,Luxury Watches & Jewelry,Revenue Comparison,Chile,USD (US$),Statista Market Insights,"250,003,954.447","243,019,961.652","134,582,791.11","185,762,925.532","238,027,752.88","277,652,110.164","287,431,934.255","296,814,058.003","306,102,360.512","315,297,779.997","324,401,245.287","333,413,675.924"
United States,Luxury Watches & Jewelry,Revenue Comparison,Colombia,USD (US$),Statista Market Insights,"209,559,984.822","200,388,770.834","130,646,378.695","157,348,809.301","184,908,339.1","218,661,072.831","226,672,655.694","234,359,981.63","241,970,434.306","249,504,782.456","256,963,787.124","264,348,201.746"
United States,Luxury Watches & Jewelry,Revenue Comparison,Morocco,USD (US$),Statista Market Insights,"54,268,687.467","54,399,330.98","33,981,705.993","51,665,542.895","48,221,689.39","68,235,950.996","72,643,267.035","76,873,921.069","81,062,268.562","85,208,732.581","89,313,731.959","93,377,681.344"
United States,Luxury Watches & Jewelry,Revenue Comparison,Nigeria,USD (US$),Statista Market Insights,"195,355,116.539","192,350,148.119","102,487,746.827","114,382,579.44","122,613,617.65","172,745,358.204","184,033,046.556","194,866,946.47","205,592,507.386","216,210,812.693","226,722,934.946","237,129,935.977"
United States,Luxury Watches & Jewelry,Revenue Comparison,New Zealand,USD (US$),Statista Market Insights,"309,958,718.387","336,025,767.829","290,739,048.125","375,336,579.206","372,119,850.96","483,076,745.736","507,778,772.942","531,489,202.28","554,962,527.325","578,201,119.119","601,207,324.996","623,983,468.813"
United States,Luxury Watches & Jewelry,Revenue Comparison,Angola,USD (US$),Statista Market Insights,"35,051,334","39,886,716","32,307,333","40,760,343","41,002,761.12","56,899,284.295","60,445,547.191","63,849,416.376","67,219,246.869","70,555,379.057","73,858,149.924","77,127,893.082"
United States,Luxury Watches & Jewelry,Revenue Comparison,Azerbaijan,USD (US$),Statista Market Insights,"18,367,109.925","20,272,512.57","13,669,685.839","18,117,987.517","17,340,760.9","19,917,498.992","20,481,602.735","21,023,112.725","21,559,207.615","22,089,941.557","22,615,368.158","23,135,540.494"
United States,Luxury Watches & Jewelry,Revenue Comparison,Bahrain,USD (US$),Statista Market Insights,"20,144,683.687","21,758,282.976","16,505,065.075","20,993,408.494","22,883,653.15","25,752,249.909","26,428,308.306","27,077,028.171","27,719,260.838","28,355,071.178","28,984,523.415","29,607,681.129"
United States,Luxury Watches & Jewelry,Revenue Comparison,Bangladesh,USD (US$),Statista Market Insights,"144,071,053.161","159,515,081.986","104,116,977.071","142,555,085.045","171,757,292.39","185,232,545.837","188,786,337.11","192,194,512.912","195,568,606.956","198,908,960.06","202,215,909.633","205,489,789.71"
United States,Luxury Watches & Jewelry,Revenue Comparison,Armenia,USD (US$),Statista Market Insights,"5,061,045.638","5,611,736.425","4,314,932.085","4,880,150.92","4,744,495.64","5,680,077.426","5,886,157.945","6,083,977.696","6,279,819.25","6,473,702.388","6,665,646.695","6,855,671.559"
United States,Luxury Watches & Jewelry,Revenue Comparison,Bhutan,USD (US$),Statista Market Insights,"753,240.427","849,302.649","674,813.592","834,147.234","970,529.43","1,041,623.084","1,060,014.609","1,077,654.162","1,095,117.319","1,112,405.846","1,129,521.486","1,146,465.971"
United States,Luxury Watches & Jewelry,Revenue Comparison,Bolivia,USD (US$),Statista Market Insights,"10,992,042.059","11,676,635.733","7,932,150.377","10,916,046.724","12,642,063.06","14,960,165.921","15,509,149.476","16,035,919.815","16,557,422.451","17,073,710.061","17,584,834.795","18,090,848.281"
United States,Luxury Watches & Jewelry,Revenue Comparison,Bosnia and Herzegovina,USD (US$),Statista Market Insights,"7,893,594.18","8,214,117.358","6,672,483.09","7,924,995","8,203,315.06","9,305,450.17","9,556,720.971","9,797,873.62","10,036,614.743","10,272,968.454","10,506,958.628","10,738,608.9"
United States,Luxury Watches & Jewelry,Revenue Comparison,Botswana,USD (US$),Statista Market Insights,"5,380,935.873","5,135,569.753","4,031,756.811","4,286,319.165","4,908,955.02","7,002,942.368","7,479,279.8","7,936,441.875","8,389,032.329","8,837,096.879","9,280,680.784","9,719,828.849"
United States,Luxury Watches & Jewelry,Revenue Comparison,Belize,USD (US$),Statista Market Insights,"1,254,952.447","1,280,264.332","785,022.85","840,154.721","907,041.51","1,100,762.311","1,144,994.858","1,187,445.925","1,229,472.481","1,271,078.772","1,312,268.999","1,353,047.325"
United States,Luxury Watches & Jewelry,Revenue Comparison,Brunei Darussalam,USD (US$),Statista Market Insights,"5,771,305.317","6,182,066.112","4,365,214.663","5,288,916.974","6,214,157.71","6,588,074.297","6,688,483.452","6,784,770.3","6,880,094.28","6,974,465.02","7,067,892.053","7,160,384.815"
United States,Luxury Watches & Jewelry,Revenue Comparison,Myanmar,USD (US$),Statista Market Insights,"16,318,769.169","17,676,204.549","13,191,814.514","16,697,032.228","20,318,209.44","21,383,824.945","21,688,560.685","21,980,703.175","22,269,924.24","22,556,253.095","22,839,718.661","23,120,349.572"
United States,Luxury Watches & Jewelry,Revenue Comparison,Burundi,USD (US$),Statista Market Insights,"4,444,504.164","4,497,364.311","3,443,067.915","3,860,911.185","4,228,621.71","5,717,527.577","6,055,198.686","6,379,281.884","6,700,124.25","7,017,758.191","7,332,215.794","7,643,528.82"
United States,Luxury Watches & Jewelry,Revenue Comparison,Belarus,USD (US$),Statista Market Insights,"51,198,912.389","50,396,645.318","35,026,889.895","33,125,810.492","25,765,405.46","29,421,813.452","30,100,331.995","30,752,336.835","31,397,821.627","32,036,851.571","32,669,491.215","33,295,804.463"
United States,Luxury Watches & Jewelry,Revenue Comparison,Cambodia,USD (US$),Statista Market Insights,"67,736,724.634","78,096,872.294","73,018,851.68","79,558,208.841","91,086,742.38","96,570,901.384","98,000,421.472","99,371,443.989","100,728,756.281","102,072,495.45","103,402,797.227","104,719,795.987"
United States,Luxury Watches & Jewelry,Revenue Comparison,Cameroon,USD (US$),Statista Market Insights,"15,393,781.245","15,417,276.035","15,017,753.155","16,923,776.951","18,859,772.36","26,271,102.327","27,954,061.022","29,569,286.134","31,168,358.996","32,751,441.129","34,318,692.44","35,870,271.239"
United States,Luxury Watches & Jewelry,Revenue Comparison,Sri Lanka,USD (US$),Statista Market Insights,"41,141,420.868","43,520,466.699","32,461,418.599","36,409,404.031","44,578,784.72","45,039,688.122","47,043,576.492","48,745,747.606","50,430,897.009","52,099,194.918","53,750,809.848","55,385,908.629"
United States,Luxury Watches & Jewelry,Revenue Comparison,Chad,USD (US$),Statista Market Insights,"6,211,740.558","6,223,239.254","4,343,783.886","5,939,985.468","7,627,602.66","10,496,268.988","11,165,177.709","11,807,073.44","12,442,550.213","13,071,672.219","13,694,503.005","14,311,105.483"
United States,Luxury Watches & Jewelry,Revenue Comparison,Republic of the Congo,USD (US$),Statista Market Insights,"4,087,278.912","4,106,685.646","2,689,040.042","3,988,515.911","5,020,780.86","7,087,543.926","7,566,434.126","8,026,000.415","8,480,971.041","8,931,391.961","9,377,308.672","9,818,766.215"
United States,Luxury Watches & Jewelry,Revenue Comparison,Costa Rica,USD (US$),Statista Market Insights,"31,931,452.209","33,166,821.234","25,526,413.172","30,431,952.739","32,820,270.55","40,236,814.379","41,932,223.133","43,559,338.012","45,170,181.743","46,764,917.035","48,343,704.975","49,906,705.036"
United States,Luxury Watches & Jewelry,Revenue Comparison,Cuba,USD (US$),Statista Market Insights,"29,847,572.515","30,300,242.183","20,153,238.451","26,583,675.892","31,772,940.05","36,825,341.023","38,046,665.114","39,218,447.134","40,378,511.333","41,526,974.89","42,663,953.812","43,789,562.944"
United States,Luxury Watches & Jewelry,Revenue Comparison,Cyprus,USD (US$),Statista Market Insights,"12,983,667.022","13,548,436.598","10,784,329.527","13,523,260.378","14,091,669.28","16,573,180.725","17,137,867.55","17,679,821.146","18,216,355.206","18,747,523.925","19,273,380.958","19,793,979.42"
United States,Luxury Watches & Jewelry,Revenue Comparison,Benin,USD (US$),Statista Market Insights,"5,458,101.352","5,262,338.511","4,942,838.176","5,408,423.16","5,927,981.18","8,423,476.279","8,987,561.963","9,528,958.61","10,064,941.292","10,595,564.146","11,120,880.772","11,640,944.231"
United States,Luxury Watches & Jewelry,Revenue Comparison,Dominican Republic,USD (US$),Statista Market Insights,"54,294,811.257","55,529,126.172","34,418,481.312","45,820,774.52","55,506,821.42","66,294,941.904","68,875,126.176","71,350,783.357","73,801,683.967","76,228,075.571","78,630,203.258","81,008,309.669"
United States,Luxury Watches & Jewelry,Revenue Comparison,Ecuador,USD (US$),Statista Market Insights,"30,825,305.559","32,388,710.607","22,453,889.147","30,450,868.35","34,553,303.42","40,645,737.15","42,081,141.11","43,458,502.387","44,822,090.051","46,172,041.838","47,508,494.108","48,831,581.855"
United States,Luxury Watches & Jewelry,Revenue Comparison,El Salvador,USD (US$),Statista Market Insights,"8,960,394.023","9,367,363.117","6,157,326.403","9,258,391.167","10,285,810","12,290,893.277","12,758,267.406","13,206,767.885","13,650,783.36","14,090,358.68","14,525,538.247","14,956,366.019"
United States,Luxury Watches & Jewelry,Revenue Comparison,Equatorial Guinea,USD (US$),Statista Market Insights,"2,763,600.286","2,717,313.95","1,993,496.837","2,621,583.705","3,249,294.87","4,361,864.484","4,620,831.657","4,869,343.122","5,115,369.473","5,358,935.561","5,600,065.987","5,838,785.109"
United States,Luxury Watches & Jewelry,Revenue Comparison,Ethiopia,USD (US$),Statista Market Insights,"93,785,108.29","92,649,395.574","59,225,828.052","58,016,649.129","61,696,695.39","86,424,170.428","91,976,642.831","97,305,975.155","102,582,014.155","107,805,292.765","112,976,338.589","118,095,673.955"
United States,Luxury Watches & Jewelry,Revenue Comparison,Fiji,USD (US$),Statista Market Insights,"1,359,549.479","1,494,040.267","1,034,640.663","1,658,106.691","1,854,858.61","2,230,679.02","2,318,427.362","2,402,631.47","2,485,993.537","2,568,521.983","2,650,225.145","2,731,111.275"
United States,Luxury Watches & Jewelry,Revenue Comparison,Gabon,USD (US$),Statista Market Insights,"4,908,015.864","4,758,075.769","3,609,660.485","4,237,206.108","5,094,043.8","7,176,540.678","7,654,950.503","8,114,077.031","8,568,612.293","9,018,602.202","9,464,092.213","9,905,127.323"
United States,Luxury Watches & Jewelry,Revenue Comparison,Georgia,USD (US$),Statista Market Insights,"9,650,765.905","9,803,335.476","6,896,040.94","8,195,340.308","8,426,876.91","10,019,360.468","9,876,520.269","10,029,089.84","10,181,659.411","10,334,228.982","10,486,798.553","10,639,368.124"
United States,Luxury Watches & Jewelry,Revenue Comparison,Gambia,USD (US$),Statista Market Insights,"697,664.813","698,176.588","577,109.66","672,921.604","699,165.82","988,761.151","1,053,671.031","1,115,972.952","1,177,651.854","1,238,713.967","1,299,165.459","1,359,012.436"
United States,Luxury Watches & Jewelry,Revenue Comparison,Ghana,USD (US$),Statista Market Insights,"28,603,584.549","25,540,677.977","15,505,482.83","21,717,959.691","22,170,853.46","31,105,115.325","33,105,114.264","35,024,770.009","36,925,229.196","38,806,683.792","40,669,323.842","42,513,337.491"
United States,Luxury Watches & Jewelry,Revenue Comparison,Guatemala,USD (US$),Statista Market Insights,"24,832,670.231","26,003,818.656","18,452,234.925","24,995,321.789","26,996,306.65","32,485,956.337","33,748,755.769","34,960,646.302","36,160,417.93","37,348,191.841","38,524,088.013","39,688,225.224"
United States,Luxury Watches & Jewelry,Revenue Comparison,Guinea,USD (US$),Statista Market Insights,"5,357,953.742","5,462,885.625","3,227,777.593","3,878,853.426","4,624,568.85","6,527,234.666","6,963,661.327","7,382,500.378","7,797,151.039","8,207,655.193","8,614,054.305","9,016,389.427"
United States,Luxury Watches & Jewelry,Revenue Comparison,Guyana,USD (US$),Statista Market Insights,"4,988,692.974","5,078,392.173","3,262,577.816","3,938,098.631","5,093,744.48","7,118,354.106","7,589,158.337","8,040,956.39","8,488,236.462","8,931,043.734","9,369,422.934","9,803,418.341"
United States,Luxury Watches & Jewelry,Revenue Comparison,Haiti,USD (US$),Statista Market Insights,"5,956,102.396","4,807,085.358","2,860,258.183","4,462,829.122","4,137,789.1","4,737,675.26","4,867,185.525","4,991,518.384","5,114,607.915","5,236,466.55","5,357,106.599","5,476,540.248"
United States,Luxury Watches & Jewelry,Revenue Comparison,Honduras,USD (US$),Statista Market Insights,"8,793,750.151","8,719,250.608","5,092,685.999","6,868,333.329","7,934,994.61","9,426,351.104","9,778,441.306","10,116,290.622","10,450,761.445","10,781,887.56","11,109,702.413","11,434,239.118"
United States,Luxury Watches & Jewelry,Revenue Comparison,Iceland,USD (US$),Statista Market Insights,"41,123,219.256","40,926,401.34","38,818,941.624","41,210,797.212","41,155,770.74","47,809,846.372","49,290,043.43","50,710,828.484","52,117,405.688","53,509,917.119","54,888,503.437","56,253,303.891"
United States,Luxury Watches & Jewelry,Revenue Comparison,Iran,USD (US$),Statista Market Insights,"227,774,383","206,954,325","208,769,674","248,519,267","357,055,039.54","419,678,499.534","435,553,204.62","450,780,348.306","465,855,220.555","480,779,344.081","495,554,226.372","510,181,359.841"
United States,Luxury Watches & Jewelry,Revenue Comparison,Iraq,USD (US$),Statista Market Insights,"78,156,446.226","87,806,854.359","66,364,998.559","72,371,554.198","76,021,185.49","82,753,960.246","84,319,775.44","85,822,378.13","87,309,954.793","88,782,655.689","90,240,629.576","91,684,023.724"
United States,Luxury Watches & Jewelry,Revenue Comparison,Ivory Coast,USD (US$),Statista Market Insights,"17,254,613.397","17,710,428.944","16,546,239.501","17,925,667.319","22,476,419.15","32,289,861.958","34,551,626.197","36,722,187.574","38,871,043.338","40,998,410.545","43,104,504.079","45,189,536.678"
